"Read","L.Music","Cinema","Show","Exhib","Comp","Sport","Walk","Travel","Play.M","Collect","Volunteer","Mech","Garden","Knitt","Cook","Fish","TV","Gender","Age","Marital.St","Prof","N.Act"
"1","1","1","0","1","1","1","1","1","0","0","0","0","0","1","0","0","0","F","(45,55]","Married","Foreman","9"
"1","0","1","0","1","0","0","1","0","0","0","0","0","1","0","1","0","2","M","(75,85]","Widower","Foreman","7"
"1","1","1","1","1","0","1","1","1","0","0","1","1","1","0","0","0","2","M","(65,75]","Remarried","Foreman","12"
"1","1","1","0","1","0","1","1","1","1","0","1","1","1","0","1","0","2","F","(45,55]","Married","Employee","13"
"1","1","1","1","1","0","0","0","0","0","0","0","1","1","0","1","0","4","F","(75,85]","Widower","Unskilled worker","9"
"0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","1","M","[15,25]","Single","Manual labourer","5"
"1","1","1","1","1","1","1","1","0","1","0","1","1","0","0","0","0","0","F","(65,75]","Single","Foreman","11"
"0","1","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","4","M","(65,75]","Married","Manual labourer","7"
"1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","4","F","(55,65]","Married","Employee","5"
"1","1","1","1","0","1","1","1","0","0","0","0","1","1","0","1","0","4","F","(35,45]","Married","Employee","11"
"1","1","1","1","0","1","1","1","1","1","1","0","1","1","0","0","0","1","M","(25,35]","Married","Foreman","13"
"0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","1","0","4","F","(55,65]","Divorcee","Employee","7"
"0","1","1","1","0","1","0","0","0","0","0","0","1","1","0","1","0","1","F","[15,25]","Single","Employee","8"
"1","1","1","0","0","1","0","0","0","0","0","0","1","1","0","1","0","3","F","(35,45]","Divorcee","Employee","8"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","F","(55,65]","Married","Employee","2"
"1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","3","F","(55,65]","Married","Employee","6"
"1","1","0","0","1","1","1","1","1","0","0","1","1","0","0","0","0","1","M","(45,55]","Married","Technician","10"
"0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","4","M","(35,45]","Single","Employee","3"
"1","1","1","0","0","1","1","1","1","0","0","0","1","0","0","1","1","0","M","(25,35]","Married","Foreman","10"
"1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","0","4","M","(35,45]","Married","Management","15"
"1","1","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","3","F","(25,35]","Single","Employee","7"
"0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","F","[15,25]","Single","Employee","3"
"1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","M","(35,45]","Divorcee","Management","5"
"1","1","0","1","0","1","0","0","0","0","0","0","1","0","1","0","0","4","F","(55,65]","Married","Management","7"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","F","(55,65]","Married","Employee","2"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","F","(85,100]","Widower","Employee","1"
"1","1","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","3","M","(45,55]","Remarried","Manual labourer","7"
"1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","4","M","(25,35]","Single","Employee","6"
"1","1","1","1","1","1","1","1","0","1","0","0","1","0","0","1","0","2","M","(25,35]","Single","Employee","12"
"1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","1","0","1","F","(45,55]","Single","Employee","14"
"0","1","1","1","0","0","1","1","1","0","0","0","1","1","1","1","0","3","F","(45,55]","Married","Management","11"
"1","1","1","1","1","1","1","0","1","0","0","0","0","1","0","1","0","2","M","(55,65]","Married","Management","11"
"1","1","1","0","1","1","1","1","1","0","0","1","0","1","1","1","0","0","F","(65,75]","Married","Management","12"
"1","1","1","1","0","0","1","1","0","0","0","0","0","1","0","1","0","4","F","(45,55]","Married","Employee","9"
"0","1","0","1","1","0","0","0","0","1","0","0","1","0","0","0","0","1","M","(45,55]","Divorcee","Unskilled worker","6"
"1","1","0","1","1","0","1","1","1","0","0","0","0","0","0","0","0","1","M","(55,65]","Single","Other","8"
"1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","4","M","(55,65]","Widower","Manual labourer","4"
"0","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","1","4","M","(35,45]","Single","Unskilled worker","6"
"1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","3","M","(35,45]","Married","Manual labourer","5"
"0","1","1","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","F","(35,45]","Married","Employee","6"
"1","1","1","0","1","0","1","1","0","0","0","0","1","0","0","1","0","2","F","(45,55]","Divorcee","Employee","9"
"0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","4","M","(25,35]","Married","Manual labourer","4"
"1","0","1","0","1","0","0","1","1","0","0","0","1","1","0","0","0","3","M","(75,85]","Married","Management","8"
"0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","2","M","(55,65]","Married","Manual labourer","5"
"1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","1","0","4","F","(75,85]","Widower","Employee","6"
"1","1","0","0","0","1","0","1","0","0","0","0","0","1","1","1","0","2","F","(55,65]","Married","Employee","8"
"0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","4","M","(45,55]","Divorcee","Foreman","3"
"0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","2","M","(45,55]","Married","Technician","4"
"1","1","0","1","0","1","1","1","0","1","1","0","1","1","0","1","0","1","M","(25,35]","Married","Management","12"
"1","1","1","0","1","0","0","1","1","1","0","0","1","1","1","1","0","3","F","(55,65]","Married","Foreman","12"
"1","1","1","1","0","0","0","1","1","0","0","1","1","1","0","1","0","3","F","(55,65]","Married","Employee","11"
"1","1","1","0","0","1","0","1","0","0","0","0","0","1","1","0","0","2","F","(55,65]","Married","Foreman","8"
"0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","2","M","(45,55]","Married","Manual labourer","5"
"1","1","1","0","1","0","0","1","0","1","0","0","1","1","0","1","0","4","F","(25,35]","Divorcee","Employee","10"
"1","1","0","0","1","1","1","1","0","0","0","0","0","1","0","1","0","3","F","(35,45]","Divorcee","Employee","9"
"1","1","1","1","1","0","0","0","0","0","0","1","0","1","1","0","0","3","F","(45,55]","Remarried","Employee","9"
"1","0","1","1","1","0","0","1","1","0","0","1","1","1","0","1","0","0","F","(65,75]","Married","Management","10"
"1","1","1","1","1","0","0","0","0","0","0","1","0","1","1","1","0","2","F","(35,45]","Married","Employee","10"
"1","1","1","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0","F","(25,35]","Single","Management","8"
"1","1","0","0","1","0","0","1","1","0","0","0","0","0","1","1","0","3","F","(65,75]","Married","Technician","8"
"1","1","1","1","1","1","1","0","0","1","0","0","1","0","0","1","0","2","F","(25,35]","Married","Employee","11"
"1","0","1","0","1","1","1","1","1","0","0","1","1","1","1","1","0","4","F","(55,65]","Married","Employee","13"
"1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","1","0","1","M","(25,35]","Single","Management","12"
"0","1","1","0","0","0","0","1","0","0","1","0","1","0","0","1","0","1","M","(45,55]","Remarried","Manual labourer","7"
"0","1","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","4","F","[15,25]","Single","Manual labourer","6"
"1","1","1","1","1","1","1","1","1","0","1","0","1","0","0","1","0","1","M","(25,35]","Single","Foreman","13"
"1","0","1","1","0","0","0","1","1","0","0","0","1","1","0","0","1","2","M","(55,65]","Married","Technician","9"
"1","1","1","0","1","1","1","1","0","0","0","0","1","0","1","1","0","1","F","(35,45]","Single","Employee","11"
"0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","4","M","(55,65]","Divorcee","Unskilled worker","3"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","4","F","(65,75]","Widower","Employee","3"
"0","0","1","0","1","0","0","1","0","0","0","0","0","1","1","1","0","2","F","(25,35]","Single","Employee","7"
"1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","1","0","3","F","(25,35]","Married","Employee","9"
"1","1","0","1","1","1","0","1","1","1","1","0","1","0","0","0","0","4","M","(45,55]","Married","Technician","11"
"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","F","(75,85]","Widower","Unskilled worker","3"
"1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","0","3","F","(45,55]","Married","Employee","14"
"1","1","1","0","1","0","1","1","1","0","0","0","1","1","0","1","0","1","F","(45,55]","Divorcee","Employee","11"
"1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","4","F","(65,75]","Widower","Manual labourer","4"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","F","(55,65]","Married","Unskilled worker","2"
"0","1","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","4","M","(55,65]","Married","Manual labourer","7"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","F","(75,85]","Widower","Employee","1"
"0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","4","M","(45,55]","Single","Unskilled worker","4"
"1","1","1","1","0","0","0","1","0","1","0","0","1","1","0","1","0","3","M","(55,65]","Married","Manual labourer","10"
"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","F","(45,55]","Married","Employee","4"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","F","(45,55]","Divorcee","Unskilled worker","3"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","F","(65,75]","Widower","Foreman","1"
"1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","F","(45,55]","Single","Foreman","6"
"0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","F","[15,25]","Single","Employee","4"
"1","1","0","1","1","0","0","1","1","0","0","0","1","1","1","1","0","3","F","(65,75]","Married","Employee","11"
"0","1","1","0","1","1","0","1","0","1","0","1","0","0","0","1","0","3","F","(25,35]","Single","Other","9"
"1","1","0","1","1","0","1","1","0","0","0","0","1","0","0","1","0","1","F","(45,55]","Married","Employee","9"
"0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","4","F","(45,55]","Widower","Employee","5"
"1","1","1","1","1","1","1","1","1","0","1","1","0","0","1","0","0","1","F","(45,55]","Single","Management","13"
"1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","2","F","(75,85]","Widower","Employee","5"
"1","1","1","0","0","1","1","1","1","0","1","1","0","0","0","0","0","3","F","[15,25]","Single","Other","10"
"1","1","0","0","1","0","1","1","0","0","0","1","0","1","0","0","1","3","M","(45,55]","Married","Foreman","9"
"1","1","1","1","1","0","1","1","1","0","1","0","1","0","0","1","0","4","F","(35,45]","Single","Foreman","12"
"1","1","0","0","1","1","1","0","0","0","0","0","1","0","1","1","0","4","F","(55,65]","Married","Manual labourer","9"
"1","1","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0","1","F","(45,55]","Single","Management","9"
"1","1","1","0","1","1","1","0","0","1","0","0","1","0","0","1","0","3","F","[15,25]","Single","Employee","10"
"0","1","1","1","1","0","0","1","1","0","0","0","1","0","0","1","0","2","F","(25,35]","Divorcee","Employee","9"
"1","0","0","0","1","0","1","1","1","0","1","1","0","0","0","0","0","1","M","(65,75]","Married","Foreman","8"
"1","1","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","1","F","(35,45]","Married","Other","7"
"0","1","1","0","0","1","1","1","0","0","0","0","0","0","0","1","0","2","F","[15,25]","Single","Unskilled worker","7"
"1","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","1","3","M","(65,75]","Divorcee","Foreman","7"
"1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","M","(35,45]","Married","Technician","4"
"1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","2","M","(35,45]","Married","Manual labourer","4"
"1","1","1","0","0","1","1","0","1","0","0","0","1","0","0","0","0","3","M","(35,45]","Married","Technician","8"
"1","1","1","1","1","1","0","1","1","1","0","0","1","0","0","0","0","1","M","(45,55]","Married","Foreman","11"
"1","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","2","F","(45,55]","Married","Manual labourer","7"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","F","(65,75]","Widower","Unskilled worker","2"
"1","0","0","0","0","0","1","0","0","0","0","1","1","1","0","0","0","4","F","(45,55]","Married","Employee","6"
"0","0","0","0","1","0","0","0","0","1","1","0","1","0","0","1","0","3","M","(55,65]","Married","Manual labourer","6"
"0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","2","F","(65,75]","Married","Employee","3"
"0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","F","(35,45]","Divorcee","Unskilled worker","4"
"1","1","0","0","1","0","0","1","1","0","0","0","1","1","0","1","1","4","F","(65,75]","Widower","Manual labourer","10"
"1","1","1","0","1","1","1","1","1","1","0","0","0","0","1","1","0","2","F","(25,35]","Single","Employee","12"
"0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","3","F","(45,55]","Married","Employee","4"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","F","(35,45]","Married","Employee","2"
"1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","F","(35,45]","Married","Employee","3"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","(55,65]","Married","Employee","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","F","(35,45]","Married","Employee","1"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","F","(85,100]","Widower","Foreman","2"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","F","(55,65]","Widower","Employee","2"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","F","(35,45]","Single","Employee","2"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","F","(55,65]","Divorcee","Employee","2"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","M","(25,35]","Single","Unskilled worker","1"
"1","1","0","0","0","0","0","1","0","1","0","0","1","1","0","1","0","4","F","(35,45]","Single","Employee","8"
"0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","4","M","(25,35]","Married","Technician","5"
"1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","3","F","(45,55]","Married","Employee","6"
"0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","M","(25,35]","Married","Employee","2"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","(75,85]","Widower","Manual labourer","1"
"1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","2","F","(35,45]","Remarried","Employee","5"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","F","(65,75]","Widower","Unskilled worker","1"
"1","1","1","1","0","1","1","1","1","0","0","0","0","0","0","1","0","1","F","(45,55]","Married","Employee","10"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","M","(35,45]","Single","Management","0"
"1","1","1","0","0","0","1","1","0","0","0","0","1","1","0","1","0","1","F","(45,55]","Divorcee","Employee","9"
"0","1","0","1","1","0","1","1","1","0","0","1","1","1","0","1","0","2","F","(55,65]","Widower","Employee","11"
"1","1","0","0","0","0","1","1","0","0","0","1","1","0","0","1","1","2","M","(35,45]","Married","Unskilled worker","9"
"1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","4","F","(35,45]","Divorcee","Employee","5"
"1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","3","F","(75,85]","Widower","Employee","4"
"1","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","F","(65,75]","Widower","Employee","5"
"0","1","1","1","0","1","0","0","1","0","0","0","1","1","0","1","1","3","M","(45,55]","Married","Unskilled worker","10"
"0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","2","F","(65,75]","Widower","Unskilled worker","4"
"0","1","1","1","1","1","0","0","0","0","0","1","1","1","0","1","0","2","M","(25,35]","Single","Employee","10"
"1","1","0","0","1","1","1","1","1","0","0","0","1","0","0","1","1","2","M","(25,35]","Single","Technician","11"
"1","1","1","1","1","1","0","0","1","1","1","1","1","0","1","1","0","0","F","(35,45]","Married","Employee","13"
"1","1","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","2","M","(45,55]","Married","Manual labourer","7"
"1","1","1","0","0","1","1","0","1","0","0","0","1","0","0","0","0","1","F","(25,35]","Married","Foreman","8"
"1","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","F","(25,35]","Married","Foreman","5"
"1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","F","(35,45]","Married","Employee","3"
"1","0","0","0","0","1","1","1","0","0","0","1","1","1","0","0","0","2","M","(35,45]","Divorcee","Manual labourer","8"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","M","(35,45]","Married","Manual labourer","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","M","(45,55]","Married","Manual labourer","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","(45,55]","Married","Employee","0"
"1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","F","(55,65]","Divorcee","Employee","2"
"0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","2","F","(45,55]","Married","Technician","4"
"0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","4","M","(35,45]","Married","Manual labourer","5"
"0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","3","F","(25,35]","Married","Unskilled worker","5"
"0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","M","(35,45]","Single","Unskilled worker","4"
"1","1","1","0","0","1","0","1","0","1","0","0","1","0","1","1","0","4","F","(25,35]","Married","Unskilled worker","10"
"1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0","0","2","M","(25,35]","Married","Foreman","9"
"1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","4","F","(45,55]","Married","Employee","5"
"0","1","0","1","1","0","0","1","1","0","0","0","0","1","0","1","0","4","F","(55,65]","Single","Manual labourer","8"
"1","1","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","F","(25,35]","Single","Management","5"
"1","1","1","1","1","1","1","0","0","0","0","0","1","1","0","1","0","2","F","(25,35]","Single","Management","11"
"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","M","(25,35]","Married","Employee","4"
"0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","3","M","(45,55]","Married","Manual labourer","3"
"0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","1","0","4","M","(35,45]","Married","Manual labourer","6"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","4","F","(75,85]","Widower","Unskilled worker","3"
"1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","4","M","(35,45]","Married","Manual labourer","6"
"1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","2","F","(45,55]","Single","Employee","8"
"1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","4","F","(75,85]","Widower","Employee","6"
"1","1","0","1","1","0","0","0","0","0","0","1","1","1","1","1","0","2","F","(45,55]","Divorcee","Employee","10"
"1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","4","F","(45,55]","Married","Unskilled worker","4"
"1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","3","F","(45,55]","Divorcee","Employee","6"
"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","F","(75,85]","Single","Employee","3"
"1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","2","F","(65,75]","Married","Employee","5"
"0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","M","(55,65]","Divorcee","Manual labourer","3"
"1","1","0","1","0","0","0","1","0","0","0","0","0","1","1","1","0","4","F","(65,75]","Widower","Employee","8"
"1","1","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","F","(25,35]","Married","Employee","7"
"0","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","M","[15,25]","Single","Employee","6"
"1","1","1","1","1","0","1","1","1","0","0","0","1","1","0","0","0","3","M","(45,55]","Married","Management","11"
"1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","4","F","(75,85]","Single","Manual labourer","5"
"1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","4","F","(45,55]","Widower","Employee","5"
"1","1","1","1","1","1","0","1","1","0","0","1","1","1","0","0","0","4","M","(55,65]","Married","Management","12"
"1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","F","(25,35]","Single","Employee","5"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","F","(75,85]","Widower","Foreman","1"
"0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","1","0","3","F","(45,55]","Married","Employee","6"
"0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","1","M","[15,25]","Single","Manual labourer","5"
"1","1","0","0","0","1","0","1","0","0","0","0","1","1","0","1","1","1","M","(35,45]","Married","Technician","9"
"0","0","1","1","0","0","0","0","1","0","0","0","0","1","0","1","0","1","M","(45,55]","Single","Technician","6"
"0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","M","(55,65]","Married","Manual labourer","4"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","F","(35,45]","Single","Employee","2"
"1","0","1","0","0","1","1","0","0","1","0","0","0","1","0","0","0","1","M","(35,45]","Married","Technician","7"
"0","0","1","0","1","1","1","1","0","0","0","1","0","1","0","0","0","0","F","(35,45]","Single","Management","7"
"1","1","0","0","0","1","0","1","0","0","0","1","1","1","0","0","0","3","F","(45,55]","Married","Employee","8"
"0","1","0","0","0","0","1","0","0","0","1","0","1","1","0","0","0","0","M","(45,55]","Married","Employee","5"
"0","0","1","0","1","0","1","1","1","0","0","0","1","1","0","0","1","1","M","(35,45]","Married","Foreman","9"
"0","1","0","0","0","0","0","1","0","0","0","0","1","1","0","1","1","1","M","(25,35]","Married","Manual labourer","7"
"1","1","1","0","1","1","1","1","1","0","0","1","1","1","0","1","0","1","F","(35,45]","Married","Technician","13"
"0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","1","F","(65,75]","Single","Employee","4"
"0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","M","(45,55]","Single","Technician","3"
"1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","M","(25,35]","Single","Manual labourer","5"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","F","(75,85]","Widower","Unskilled worker","2"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","F","(55,65]","Married","Unskilled worker","1"
"1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","M","(65,75]","Remarried","Manual labourer","3"
"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","4","M","(45,55]","Remarried","Unskilled worker","2"
"1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","M","(55,65]","Widower","Manual labourer","4"
"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","M","(45,55]","Married","Employee","2"
"1","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","2","M","[15,25]","Single","Management","6"
"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","F","[15,25]","Single","Employee","4"
"0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","4","M","(65,75]","Widower","Unskilled worker","3"
"1","1","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","4","F","(45,55]","Divorcee","Management","6"
"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","F","(35,45]","Married","Employee","4"
"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","F","(35,45]","Married","Employee","4"
"0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","F","(25,35]","Married","Foreman","4"
"0","0","1","0","0","0","1","1","1","0","0","0","1","1","0","1","0","0","M","(25,35]","Married","Foreman","7"
"1","1","1","0","1","1","1","1","1","0","0","0","1","1","0","1","0","1","M","(35,45]","Remarried","Foreman","12"
"1","1","1","1","1","1","0","1","1","0","0","0","1","1","0","1","0","1","F","(45,55]","Divorcee","Management","12"
"1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","F","(75,85]","Widower","Employee","5"
"1","1","0","0","1","0","0","1","1","0","1","1","1","1","0","1","0","2","M","(65,75]","Remarried","Manual labourer","11"
"1","1","1","1","1","1","1","1","1","0","0","1","1","1","0","0","1","4","M","(35,45]","Married","Technician","14"
"1","1","0","0","0","0","1","1","0","1","1","0","1","1","1","0","1","3","F","(45,55]","Remarried","Employee","11"
"1","1","1","1","0","1","1","1","1","0","0","0","1","1","0","1","1","3","M","(45,55]","Divorcee","Management","13"
"1","1","1","1","0","1","1","1","0","1","0","0","1","1","0","1","0","1","M","(35,45]","Married","Employee","12"
"1","1","1","1","1","0","0","1","1","0","0","0","1","0","0","0","0","2","M","(45,55]","Single","Manual labourer","9"
"1","0","0","0","0","1","0","1","0","0","0","0","1","1","0","1","0","2","M","(55,65]","Married","Manual labourer","7"
"0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","3","F","(65,75]","Widower","Employee","5"
"1","1","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","2","F","(55,65]","Married","Employee","7"
"1","1","1","0","1","1","1","1","1","0","0","1","1","1","0","1","0","2","F","(25,35]","Married","Employee","13"
"0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","0","0","1","F","(75,85]","Married","Unskilled worker","5"
"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","F","(65,75]","Widower","Employee","4"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","(45,55]","Married","Manual labourer","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","3","F","(35,45]","Married","Unskilled worker","3"
"0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","4","M","(75,85]","Married","Technician","4"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","M","(35,45]","Married","Unskilled worker","2"
"1","1","1","0","1","1","1","1","1","1","0","1","1","1","0","1","0","1","F","[15,25]","Single","Employee","14"
"1","1","0","0","0","0","1","1","0","0","1","1","1","1","0","1","0","3","F","(45,55]","Married","Employee","10"
"1","1","1","1","1","1","0","1","0","0","0","0","0","1","0","0","0","2","F","(45,55]","Married","Technician","9"
"1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","3","M","(35,45]","Married","Manual labourer","6"
"1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","3","M","(65,75]","Married","Management","8"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","M","(55,65]","Married","Unskilled worker","1"
"1","1","1","0","0","1","0","0","1","0","0","1","1","1","1","1","0","1","F","(35,45]","Married","Employee","11"
"1","1","0","1","1","0","1","0","1","0","0","0","0","1","0","1","1","2","M","(35,45]","Married","Unskilled worker","10"
"1","1","0","0","1","1","1","1","1","1","1","0","1","1","0","0","0","3","M","(45,55]","Married","Foreman","12"
"1","1","1","0","0","1","1","1","1","0","0","0","1","0","0","1","0","2","F","(35,45]","Single","Employee","10"
