"","Sport","Walk","Travel","Fish","Gender","Age","Marital.St","Prof"
"82044510","1","1","1","0","F","[15,25]","Single","Employee"
"82044610","1","0","0","0","F","(25,35]","Married","Foreman"
"82044810","0","1","0","0","F","(55,65]","Divorcee","Employee"
"82045210","0","1","1","0","M","(65,75]","Single","Manual labourer"
"82045310","0","1","1","0","F","(35,45]","Married","Employee"
"82045610","1","1","1","0","M","(25,35]","Single","Employee"
"82046010","0","1","1","1","F","[15,25]","Single","Unskilled worker"
"82046110","1","1","1","0","F","(45,55]","Single","Foreman"
"82046310","0","0","1","0","M","(25,35]","Married","Manual labourer"
"82046410","0","0","0","0","F","(55,65]","Married","Employee"
"82046510","0","1","0","0","M","(45,55]","Married","Foreman"
"82046610","1","1","1","0","M","(45,55]","Married","Management"
"82046910","0","1","1","0","F","(55,65]","Married","Employee"
"82047410","0","0","1","0","M","(45,55]","Widower","Management"
"82047510","1","0","1","0","M","(25,35]","Single","Technician"
"82047710","0","0","0","0","F","(45,55]","Divorcee","Manual labourer"
"82047810","1","0","1","0","F","[15,25]","Single","Foreman"
"82047910","0","0","0","0","F","[15,25]","Married","Employee"
"82048010","1","0","1","1","M","[15,25]","Single","Manual labourer"
"82048110","1","1","0","0","M","(35,45]","Single","Foreman"
"82048210","0","0","1","0","F","(65,75]","Married","Employee"
"82048310","1","0","0","0","M","[15,25]","Single","Employee"
"82048410","1","1","1","0","F","(45,55]","Married","Employee"
"82048810","0","0","0","0","F","(35,45]","Married","Employee"
"82049010","0","1","0","0","F","(45,55]","Divorcee","Unskilled worker"
"82049310","0","0","0","0","F","(45,55]","Divorcee","Employee"
"82049710","1","0","0","0","F","(25,35]","Single","Employee"
"82049810","0","0","0","0","F","(25,35]","Single","Employee"
"82049910","0","1","0","1","M","(35,45]","Single","Employee"
"82050010","0","1","0","1","M","(45,55]","Single","Manual labourer"
"82050110","1","1","1","0","F","(25,35]","Single","Management"
"82050210","0","1","1","1","F","(25,35]","Single","Manual labourer"
"82050510","0","1","1","0","F","(45,55]","Married","Manual labourer"
"82050610","1","1","1","0","F","(65,75]","Widower","Foreman"
"82050710","0","1","0","0","F","(65,75]","Married","Manual labourer"
"82050810","0","0","0","0","F","(25,35]","Married","Employee"
"82051110","1","1","0","1","M","(45,55]","Married","Manual labourer"
"82051210","1","1","0","0","F","(55,65]","Married","Employee"
"82051310","0","1","0","0","M","(35,45]","Married","Foreman"
"82051610","1","1","1","0","M","(55,65]","Married","Manual labourer"
"82051710","0","1","0","0","M","(65,75]","Widower","Employee"
"82051810","0","1","1","0","M","(35,45]","Married","Manual labourer"
"82052210","1","1","1","0","F","(45,55]","Divorcee","Management"
"82052310","1","0","0","0","M","[15,25]","Single","Employee"
"82052610","1","1","1","0","M","[15,25]","Single","Unskilled worker"
"82052710","1","0","1","0","M","(55,65]","Married","Foreman"
"82053010","0","1","0","0","M","(65,75]","Married","Management"
"82053210","0","1","1","0","M","(45,55]","Single","Unskilled worker"
"82053610","1","1","1","1","M","(25,35]","Single","Other"
"82053710","0","0","0","1","M","(35,45]","Married","Manual labourer"
"82053810","1","0","0","0","M","(25,35]","Single","Unskilled worker"
"82053910","0","0","0","0","F","(35,45]","Divorcee","Manual labourer"
"82054110","1","1","1","1","M","(55,65]","Married","Manual labourer"
"82054210","0","1","1","0","F","(25,35]","Married","Employee"
"82054310","0","1","1","0","F","(55,65]","Widower","Employee"
"82054410","0","0","0","0","M","(65,75]","Single","Manual labourer"
"82054510","1","1","1","1","M","[15,25]","Single","Manual labourer"
"82054610","0","1","0","0","F","(55,65]","Married","Foreman"
"82054810","0","1","0","0","F","(45,55]","Married","Other"
"82054910","0","1","1","1","M","(55,65]","Married","Foreman"
"82055410","1","1","1","0","F","(55,65]","Married","Employee"
"82055510","0","1","1","0","M","(35,45]","Married","Foreman"
"82055610","1","1","0","0","F","(25,35]","Married","Employee"
"82055810","0","1","0","0","F","(45,55]","Widower","Unskilled worker"
"82055910","0","0","1","0","F","(55,65]","Married","Employee"
"82056210","0","0","0","0","M","(25,35]","Single","Manual labourer"
"82056310","0","1","0","0","F","[15,25]","Single","Manual labourer"
"82056410","0","1","1","0","M","(55,65]","Married","Manual labourer"
"82056910","0","1","1","0","F","(35,45]","Single","Management"
"82057210","0","0","1","0","M","(55,65]","Married","Manual labourer"
"82057910","1","0","1","0","F","(35,45]","Widower","Employee"
"82058310","0","1","0","0","F","(35,45]","Single","Employee"
"82058510","1","1","0","0","M","(25,35]","Single","Unskilled worker"
"82058610","1","0","0","0","F","(55,65]","Widower","Unskilled worker"
"82058810","0","0","0","0","M","(55,65]","Remarried","Unskilled worker"
"82058910","1","1","1","0","F","(45,55]","Widower","Employee"
"82059010","1","1","0","0","F","(55,65]","Married","Unskilled worker"
"82059210","0","1","0","0","F","(45,55]","Married","Manual labourer"
"82059510","1","0","1","0","M","(55,65]","Married","Technician"
"82060010","1","1","1","0","M","(45,55]","Married","Foreman"
"82060110","0","0","1","0","M","(55,65]","Married","Foreman"
"82060210","0","0","0","0","F","(65,75]","Married","Manual labourer"
"82060310","1","0","0","0","F","(35,45]","Married","Employee"
"82060710","1","1","0","0","F","(25,35]","Married","Employee"
"82061510","0","1","0","0","M","(75,85]","Married","Manual labourer"
"82061610","1","1","1","0","F","(65,75]","Widower","Manual labourer"
"82061710","1","1","1","0","F","(35,45]","Single","Management"
"82061810","0","0","0","0","F","(45,55]","Divorcee","Employee"
"82061910","1","1","1","1","M","[15,25]","Single","Manual labourer"
"82062110","0","0","0","0","F","(25,35]","Married","Employee"
"82062510","0","0","0","0","F","(45,55]","Married","Employee"
"82062810","1","1","1","0","F","[15,25]","Single","Employee"
"82062910","0","0","0","0","F","(55,65]","Married","Employee"
"82063310","1","1","1","0","M","(55,65]","Divorcee","Management"
"82063410","0","0","0","0","M","(25,35]","Single","Employee"
"82063510","0","1","1","0","F","(55,65]","Married","Employee"
"82063910","1","1","1","0","M","(35,45]","Single","Foreman"
"82064010","0","0","0","0","F","(75,85]","Single","Employee"
"82064210","0","0","0","0","F","(65,75]","Widower","Other"
"82064310","0","0","1","0","F","(25,35]","Single","Employee"
"82064610","1","1","1","0","M","(55,65]","Married","Foreman"
"82064710","1","1","1","0","F","(55,65]","Widower","Manual labourer"
"82064810","1","1","1","0","M","(45,55]","Single","Employee"
"82065010","1","1","0","0","M","(35,45]","Single","Unskilled worker"
"82065110","1","1","0","0","M","(45,55]","Remarried","Foreman"
"82065210","1","1","1","0","M","(55,65]","Married","Management"
"82065310","1","1","1","0","F","(25,35]","Married","Foreman"
"82065410","0","1","1","0","M","(35,45]","Married","Manual labourer"
"82065710","0","0","0","0","M","(35,45]","Remarried","Unskilled worker"
"82066110","0","1","1","0","F","(45,55]","Remarried","Employee"
"82066410","0","0","0","0","F","(65,75]","Married","Employee"
"82066510","0","1","0","0","M","(45,55]","Single","Manual labourer"
"82066810","1","0","0","0","M","(35,45]","Single","Manual labourer"
"82066910","0","0","0","0","F","(65,75]","Widower","Employee"
"82067010","0","0","0","0","F","(55,65]","Divorcee","Employee"
"82067410","0","1","0","0","M","(45,55]","Divorcee","Manual labourer"
"82067810","0","0","0","0","F","(65,75]","Widower","Manual labourer"
"82067910","0","1","0","0","M","(45,55]","Married","Employee"
"82068210","0","1","0","0","M","(55,65]","Remarried","Employee"
"82068310","0","0","0","0","M","(45,55]","Married","Manual labourer"
"82068710","1","0","1","0","M","(35,45]","Married","Manual labourer"
"82069010","0","0","0","0","F","(65,75]","Widower","Unskilled worker"
"82069110","1","0","1","0","M","(35,45]","Remarried","Manual labourer"
"82069610","0","0","0","0","F","(35,45]","Married","Employee"
"82069710","1","1","0","1","M","(45,55]","Married","Manual labourer"
"82070610","0","0","1","0","F","(45,55]","Divorcee","Employee"
"82071210","1","1","1","0","F","(65,75]","Single","Employee"
"82071410","0","1","0","0","M","(55,65]","Married","Foreman"
"82071510","1","1","1","0","M","(45,55]","Single","Foreman"
"82071710","0","0","0","0","F","(45,55]","Divorcee","Manual labourer"
"82072010","0","1","0","0","M","(25,35]","Single","Other"
"82072410","1","1","0","0","F","(45,55]","Married","Employee"
"82072510","0","0","0","0","M","(35,45]","Married","Manual labourer"
"82072610","0","0","0","1","F","(35,45]","Divorcee","Manual labourer"
"82072710","0","1","0","0","F","(35,45]","Married","Employee"
"82072810","0","1","0","0","F","(45,55]","Married","Manual labourer"
"82073110","0","1","0","0","F","(75,85]","Widower","Employee"
"82073210","0","1","1","0","F","(65,75]","Widower","Employee"
"82073310","0","1","1","0","F","(35,45]","Married","Employee"
"82073410","0","0","0","1","M","(45,55]","Married","Employee"
"82073910","1","1","1","0","F","(45,55]","Married","Management"
"82074210","1","0","0","0","M","(35,45]","Married","Foreman"
"82074610","1","1","0","1","M","(45,55]","Married","Foreman"
"82074710","0","0","0","1","M","[15,25]","Single","Unskilled worker"
"82074810","0","0","0","0","F","(65,75]","Widower","Manual labourer"
"82074910","0","1","0","0","F","(35,45]","Married","Employee"
"82075010","1","1","0","0","F","(35,45]","Married","Other"
"82075410","0","1","0","0","F","(45,55]","Married","Employee"
"82075710","0","1","1","0","F","(35,45]","Single","Employee"
"82075910","1","1","1","0","F","(45,55]","Divorcee","Foreman"
"82076210","1","1","1","0","M","(25,35]","Married","Foreman"
"82076410","1","1","1","0","F","(45,55]","Married","Other"
"82076610","1","1","1","0","M","(65,75]","Married","Management"
"82076810","1","1","1","0","M","(45,55]","Married","Management"
"82076910","1","0","0","1","M","[15,25]","Single","Unskilled worker"
"82077010","0","1","1","0","F","(25,35]","Married","Employee"
"82077210","1","1","1","0","M","(55,65]","Married","Management"
"82077310","0","1","1","0","M","(65,75]","Married","Employee"
"82077410","0","1","1","0","F","(75,85]","Married","Employee"
"82077510","1","1","1","1","M","(35,45]","Married","Foreman"
"82077610","0","1","1","0","F","(45,55]","Married","Employee"
"82077910","0","0","0","0","M","(25,35]","Single","Employee"
"82078310","1","0","1","0","M","(35,45]","Married","Management"
"82078410","0","0","1","0","M","(75,85]","Married","Manual labourer"
"82078710","1","0","1","0","F","(55,65]","Married","Employee"
"82078910","1","1","1","0","M","(35,45]","Married","Technician"
"82079610","1","1","0","0","F","(55,65]","Widower","Employee"
"82080210","0","1","0","0","F","(45,55]","Widower","Employee"
"82080310","0","0","1","0","F","(55,65]","Married","Employee"
"82080510","0","0","0","0","F","(45,55]","Married","Employee"
"82080710","1","0","0","0","M","[15,25]","Single","Manual labourer"
"82080910","1","0","0","1","M","(35,45]","Married","Technician"
"82081010","0","0","0","0","F","(75,85]","Widower","Employee"
"82081210","1","0","0","0","F","(35,45]","Married","Management"
"82081310","0","0","0","0","M","(45,55]","Divorcee","Management"
"82081510","0","0","1","0","M","(35,45]","Married","Technician"
"82081610","1","0","1","0","F","(55,65]","Divorcee","Management"
"82082210","0","0","0","0","F","(35,45]","Single","Technician"
"82082310","1","0","0","0","M","(25,35]","Single","Technician"
"82082510","0","1","0","0","M","(25,35]","Married","Management"
"82082910","0","0","0","0","F","[15,25]","Single","Management"
"82083110","0","1","0","0","F","(25,35]","Married","Technician"
"82083310","0","0","0","0","F","(35,45]","Widower","Technician"
"82083610","1","0","0","0","F","(25,35]","Married","Management"
"82083710","0","1","1","0","F","(35,45]","Single","Foreman"
"82083910","1","1","0","0","M","(55,65]","Married","Other"
"82084010","0","0","0","0","F","(35,45]","Married","Other"
"82084110","0","0","0","0","F","(35,45]","Married","Technician"
"82084810","1","1","0","0","F","(75,85]","Married","Employee"
"82084910","0","0","0","0","F","(35,45]","Divorcee","Employee"
"82085010","0","1","0","0","M","(35,45]","Married","Employee"
"82085410","0","1","1","1","F","(65,75]","Widower","Employee"
"82085510","0","1","0","0","F","(45,55]","Married","Foreman"
"82085610","1","1","1","0","M","(65,75]","Married","Foreman"
"82085810","0","0","0","0","M","[15,25]","Single","Technician"
"82086010","0","0","0","0","M","(55,65]","Divorcee","Employee"
"82086110","0","0","1","0","F","(45,55]","Married","Foreman"
"82086210","0","0","0","0","F","(75,85]","Widower","Employee"
"82086310","0","0","0","0","M","(35,45]","Remarried","Employee"
"82086510","0","1","0","0","M","(65,75]","Married","Foreman"
"82086610","1","1","1","0","M","(55,65]","Married","Employee"
"82086710","0","1","0","1","M","(45,55]","Married","Foreman"
"82086810","0","1","1","0","F","(25,35]","Single","Employee"
"82086910","1","0","1","0","F","(35,45]","Married","Employee"
"82087010","1","1","1","0","F","(45,55]","Married","Management"
"82087110","0","1","1","0","M","(45,55]","Married","Management"
"82087210","1","1","1","0","F","(55,65]","Widower","Management"
"82087310","0","0","0","0","F","(65,75]","Widower","Manual labourer"
"82087610","1","0","1","0","F","(25,35]","Single","Employee"
"82087710","1","0","0","0","M","[15,25]","Single","Technician"
"82087810","0","0","0","0","F","(55,65]","Divorcee","Employee"
"82087910","0","0","0","0","M","(35,45]","Married","Foreman"
"82088210","0","0","0","0","F","(25,35]","Single","Employee"
"82088310","0","0","0","0","M","(45,55]","Single","Manual labourer"
"82088410","0","0","1","0","M","(45,55]","Single","Technician"
"82088510","0","0","0","0","F","(55,65]","Divorcee","Foreman"
"82088610","0","1","0","0","F","[15,25]","Divorcee","Employee"
"82089010","0","1","1","0","M","(25,35]","Married","Technician"
"82089110","1","1","1","0","M","(45,55]","Single","Employee"
"82089210","1","0","0","0","M","[15,25]","Single","Technician"
"82089610","1","1","0","0","F","(35,45]","Married","Employee"
"82089710","1","1","1","0","F","(45,55]","Divorcee","Employee"
"82089810","1","1","1","0","F","(45,55]","Remarried","Foreman"
"82089910","0","1","1","0","F","(45,55]","Married","Employee"
"82090210","1","1","1","1","M","(25,35]","Married","Management"
"82090310","0","1","1","0","M","(45,55]","Married","Management"
"82090610","1","1","1","0","M","(55,65]","Married","Management"
"82090710","0","0","1","0","F","(25,35]","Single","Other"
"82090810","0","1","1","0","F","(45,55]","Married","Employee"
"82090910","1","0","1","0","F","(25,35]","Married","Management"
"82091010","0","1","0","0","F","(65,75]","Married","Employee"
"82091210","1","1","1","0","F","(75,85]","Married","Foreman"
"82091410","1","1","1","0","M","(55,65]","Married","Foreman"
"82091610","1","0","1","0","F","(65,75]","Married","Employee"
"82091810","0","0","0","0","F","(65,75]","Married","Employee"
"82092410","1","0","1","0","M","(55,65]","Married","Management"
"82092610","0","0","0","0","F","(55,65]","Married","Employee"
"82092810","0","0","0","0","F","(65,75]","Married","Manual labourer"
"82093010","1","1","1","0","M","(35,45]","Single","Management"
"82093810","0","1","1","1","M","(75,85]","Married","Management"
"82094010","1","1","1","0","F","(45,55]","Married","Foreman"
"82094110","0","0","1","0","F","(55,65]","Remarried","Employee"
"82094410","0","0","0","0","F","(45,55]","Married","Employee"
"82094610","1","1","1","0","M","(65,75]","Married","Management"
"82094710","0","1","0","0","M","(55,65]","Married","Management"
"82094810","1","0","1","0","F","(45,55]","Married","Management"
"82095310","1","1","1","0","F","(35,45]","Married","Management"
"82095610","1","1","1","1","F","(25,35]","Single","Management"
"82095710","0","0","1","0","M","(25,35]","Single","Management"
"82095810","0","1","1","0","M","(85,100]","Married","Management"
"82096210","1","1","1","0","F","(25,35]","Single","Management"
"82096410","0","1","0","0","F","(55,65]","Married","Foreman"
"82096710","1","1","0","1","M","[15,25]","Single","Manual labourer"
"82096810","0","0","0","0","M","(75,85]","Married","Manual labourer"
"82097610","0","0","0","1","M","(65,75]","Widower","Management"
"82097710","0","0","0","0","M","(45,55]","Married","Unskilled worker"
"82098810","1","1","0","0","F","(65,75]","Divorcee","Employee"
"82098910","1","0","1","0","F","(35,45]","Divorcee","Employee"
"82099010","0","1","0","0","F","(45,55]","Single","Employee"
"82099210","0","1","0","0","F","(35,45]","Single","Employee"
"82099510","1","1","1","0","F","(45,55]","Divorcee","Foreman"
"82100010","0","0","0","0","F","(35,45]","Married","Employee"
"82100510","1","1","1","0","M","(25,35]","Single","Management"
"82101010","0","1","0","0","F","(35,45]","Married","Manual labourer"
"82101610","1","1","1","0","F","(35,45]","Married","Employee"
"82101910","1","1","1","0","F","(35,45]","Married","Other"
"82102010","1","1","1","0","F","(65,75]","Divorcee","Management"
"82102110","0","1","0","0","F","(55,65]","Married","Manual labourer"
"82102310","1","1","1","0","F","(45,55]","Divorcee","Foreman"
"82102410","0","1","1","0","F","(55,65]","Married","Employee"
"82102610","1","0","1","1","M","(35,45]","Divorcee","Management"
"82102710","1","0","0","1","M","(75,85]","Married","Management"
"82102810","1","1","1","0","M","(25,35]","Married","Other"
"82103010","0","1","1","0","F","(55,65]","Married","Employee"
"82103810","0","1","1","1","M","(65,75]","Married","Employee"
"82104010","1","1","1","0","M","(45,55]","Married","Foreman"
"82104210","0","1","0","0","F","(35,45]","Married","Employee"
"82104410","0","1","1","0","F","(45,55]","Widower","Foreman"
"82104810","0","1","0","0","F","(45,55]","Single","Management"
"82105110","0","0","0","0","M","(55,65]","Married","Manual labourer"
"82105410","0","0","0","0","F","(65,75]","Married","Employee"
"82105710","1","0","0","0","F","(35,45]","Divorcee","Employee"
"82105910","1","1","1","0","M","(35,45]","Married","Technician"
"82106010","1","1","0","0","F","(45,55]","Divorcee","Employee"
"82106410","0","0","1","0","F","(75,85]","Widower","Foreman"
"82106510","0","1","0","0","F","(55,65]","Married","Foreman"
"82106610","1","1","0","0","F","(35,45]","Single","Management"
"82106710","1","1","0","0","F","(25,35]","Married","Employee"
"82106910","1","1","1","1","M","(25,35]","Remarried","Manual labourer"
"82107210","0","1","1","0","M","(55,65]","Married","Employee"
"82107310","1","1","0","0","M","(35,45]","Single","Technician"
"82107410","0","0","0","0","M","(75,85]","Widower","Technician"
"82107510","1","1","1","1","M","(45,55]","Remarried","Employee"
"82107710","1","1","0","0","F","(35,45]","Divorcee","Employee"
"82109010","1","1","1","0","M","(45,55]","Married","Employee"
"82109110","0","1","1","0","F","(45,55]","Married","Employee"
"82109210","0","0","0","0","M","(35,45]","Single","Manual labourer"
"82109310","1","1","1","0","F","(65,75]","Married","Employee"
"82109410","1","1","1","1","M","(45,55]","Divorcee","Technician"
"82109510","0","1","0","1","M","(65,75]","Married","Manual labourer"
"82109810","1","1","1","0","F","(35,45]","Married","Manual labourer"
"82109910","1","1","1","0","M","(25,35]","Married","Management"
"82110110","0","1","1","0","M","(55,65]","Divorcee","Foreman"
"82110410","1","1","1","0","F","(55,65]","Married","Employee"
"82110510","1","1","1","0","M","(25,35]","Single","Employee"
"82111110","0","1","1","0","F","(55,65]","Married","Employee"
"82111410","1","1","0","0","F","(65,75]","Married","Employee"
"82111610","0","1","0","0","F","(45,55]","Married","Manual labourer"
"82111710","0","0","1","0","F","(25,35]","Married","Employee"
"82112010","1","1","1","0","F","(35,45]","Single","Foreman"
"82112210","0","1","1","0","M","(65,75]","Single","Employee"
"82112510","0","0","0","0","M","(25,35]","Married","Other"
"82112810","0","1","1","1","M","(55,65]","Widower","Employee"
"82113210","0","0","0","0","F","(75,85]","Single","Manual labourer"
"82113310","1","0","0","0","F","(25,35]","Married","Foreman"
"82113410","1","1","1","0","M","(45,55]","Remarried","Management"
"82113610","0","0","0","0","F","(35,45]","Married","Unskilled worker"
"82113710","0","1","1","1","F","(55,65]","Married","Employee"
"82113810","0","1","0","0","F","(35,45]","Married","Employee"
"82113910","0","1","0","0","F","(35,45]","Single","Employee"
"82114110","1","1","1","0","F","(35,45]","Remarried","Employee"
"82114210","1","1","0","0","F","(35,45]","Widower","Employee"
"82114910","0","1","1","0","M","(55,65]","Married","Technician"
"82115010","0","1","1","0","F","(45,55]","Married","Foreman"
"82115110","0","1","0","0","F","(45,55]","Married","Employee"
"82115210","1","1","1","1","M","(55,65]","Married","Management"
"82115310","0","1","1","1","M","(45,55]","Remarried","Employee"
"82115510","1","1","1","1","M","(35,45]","Married","Management"
"82115610","0","1","0","0","F","(35,45]","Married","Manual labourer"
"82115710","0","0","0","0","F","(45,55]","Married","Manual labourer"
"82115810","0","0","0","0","M","(45,55]","Married","Manual labourer"
"82116010","0","1","0","1","M","(25,35]","Married","Employee"
"82116110","0","1","0","1","M","(55,65]","Married","Foreman"
"82116210","1","1","1","0","F","(35,45]","Married","Management"
"82116410","0","1","1","0","M","(35,45]","Married","Manual labourer"
"82116610","0","1","1","0","M","(45,55]","Divorcee","Manual labourer"
"82116810","0","0","1","1","M","(55,65]","Remarried","Manual labourer"
"82116910","0","1","1","0","F","[15,25]","Single","Unskilled worker"
"82117010","0","0","0","0","F","(25,35]","Single","Employee"
"82117110","0","0","1","0","F","(65,75]","Married","Employee"
"82117410","1","0","1","1","M","(25,35]","Married","Manual labourer"
"82117610","0","1","1","0","F","(35,45]","Divorcee","Unskilled worker"
"82117910","0","0","0","0","M","(65,75]","Married","Unskilled worker"
"82118110","0","0","0","0","F","(45,55]","Divorcee","Employee"
"82119110","1","1","0","0","M","(45,55]","Remarried","Employee"
"82119210","1","0","0","0","F","(25,35]","Divorcee","Employee"
"82119310","1","0","1","0","F","(25,35]","Single","Technician"
"82119510","1","1","1","0","M","(45,55]","Divorcee","Management"
"82119610","0","0","0","0","F","(75,85]","Married","Employee"
"82119910","0","0","0","0","F","(35,45]","Married","Employee"
"82120210","0","0","1","0","F","(25,35]","Single","Employee"
"82120310","1","0","1","0","F","[15,25]","Single","Employee"
"82120510","0","1","1","0","M","(65,75]","Married","Employee"
"82120710","1","0","0","0","M","(25,35]","Married","Management"
"82120810","0","0","0","0","F","(65,75]","Widower","Management"
"82120910","0","0","0","0","F","(25,35]","Married","Employee"
"82121110","0","0","0","0","M","(45,55]","Remarried","Manual labourer"
"82121210","0","1","1","0","F","(65,75]","Married","Manual labourer"
"82121310","0","1","0","1","M","(45,55]","Married","Foreman"
"82121410","0","0","0","0","F","(35,45]","Divorcee","Employee"
"82121510","0","1","0","0","F","(45,55]","Divorcee","Foreman"
"82121610","0","1","0","0","M","(45,55]","Married","Employee"
"82121710","0","1","1","0","F","(45,55]","Remarried","Employee"
"82121810","0","0","0","0","M","(75,85]","Widower","Unskilled worker"
"82121910","1","1","1","0","F","(35,45]","Married","Employee"
"82122010","0","1","0","0","F","(35,45]","Divorcee","Employee"
"82122210","1","0","1","0","F","(45,55]","Married","Other"
"82122310","1","1","1","0","F","(35,45]","Single","Employee"
"82122410","0","1","0","0","M","(45,55]","Married","Foreman"
"82122510","0","1","1","0","F","(35,45]","Married","Employee"
"83000610","0","1","0","0","F","(45,55]","Remarried","Foreman"
"83000710","0","0","0","0","M","(75,85]","Widower","Manual labourer"
"83000810","0","0","0","0","M","(45,55]","Married","Manual labourer"
"83000910","0","0","0","0","F","(65,75]","Married","Unskilled worker"
"83001010","1","1","0","0","F","(45,55]","Remarried","Employee"
"83001110","1","1","0","0","F","[15,25]","Single","Unskilled worker"
"83001210","1","1","0","0","M","(55,65]","Married","Foreman"
"83001410","0","1","0","0","F","(35,45]","Single","Unskilled worker"
"83001710","0","1","1","0","F","(35,45]","Remarried","Employee"
"83001810","1","0","1","0","M","(35,45]","Divorcee","Unskilled worker"
"83001910","0","1","1","0","M","(45,55]","Married","Foreman"
"83002010","0","0","0","0","M","(35,45]","Married","Unskilled worker"
"83002210","0","0","0","0","M","(55,65]","Married","Employee"
"83002510","0","0","0","0","M","(25,35]","Single","Unskilled worker"
"83002610","0","1","1","0","M","(75,85]","Married","Foreman"
"83002710","0","1","0","0","M","(45,55]","Widower","Unskilled worker"
"83002810","1","1","0","0","F","(55,65]","Married","Foreman"
"83003010","1","1","1","0","M","(25,35]","Single","Foreman"
"83003210","0","0","0","0","M","(45,55]","Married","Unskilled worker"
"83003310","0","0","0","0","F","(65,75]","Married","Unskilled worker"
"83003410","1","1","1","0","M","(55,65]","Married","Foreman"
"83003510","0","1","0","0","F","(45,55]","Divorcee","Other"
"83003910","1","1","0","1","M","(25,35]","Single","Employee"
"83004110","1","0","1","1","M","(45,55]","Divorcee","Technician"
"83004210","0","1","1","0","F","(55,65]","Married","Employee"
"83004310","1","1","0","0","M","(35,45]","Divorcee","Manual labourer"
"83004610","1","0","0","0","M","(35,45]","Single","Manual labourer"
"83004810","1","0","0","0","M","[15,25]","Single","Technician"
"83005910","0","1","1","0","F","(55,65]","Single","Employee"
"83006410","0","0","0","0","F","(85,100]","Widower","Employee"
"83006610","1","0","1","0","M","[15,25]","Single","Technician"
"83006710","0","0","0","0","M","(25,35]","Married","Unskilled worker"
"83006910","0","0","0","0","M","(45,55]","Married","Manual labourer"
"83007010","1","0","0","1","M","[15,25]","Single","Employee"
"83007410","0","0","0","0","F","(75,85]","Widower","Employee"
"83007510","1","1","1","0","M","(25,35]","Single","Management"
"83007710","1","0","1","1","M","(45,55]","Single","Employee"
"83007810","1","1","1","1","M","(55,65]","Divorcee","Unskilled worker"
"83008010","0","1","1","0","F","(35,45]","Married","Foreman"
"83008110","1","1","1","1","M","(65,75]","Divorcee","Management"
"83008310","0","0","0","0","F","(65,75]","Divorcee","Employee"
"83008510","1","0","1","1","M","[15,25]","Single","Management"
"83009110","0","1","0","0","F","(65,75]","Widower","Employee"
"83009410","1","1","1","0","F","(45,55]","Divorcee","Employee"
"83009610","0","1","0","0","M","(45,55]","Married","Manual labourer"
"83009810","0","0","0","0","M","(35,45]","Married","Unskilled worker"
"83009910","0","1","1","0","M","(45,55]","Single","Technician"
"83010010","1","0","1","0","F","(25,35]","Divorcee","Unskilled worker"
"83010110","0","0","1","0","F","(25,35]","Married","Management"
"83010210","0","0","0","0","F","(55,65]","Married","Foreman"
"83010310","1","1","1","0","F","(45,55]","Married","Foreman"
"83010410","0","1","0","0","M","(75,85]","Widower","Foreman"
"83010810","1","1","1","0","M","(65,75]","Remarried","Foreman"
"83010910","1","1","1","0","F","(45,55]","Married","Employee"
"83011010","0","0","0","0","F","(75,85]","Widower","Unskilled worker"
"83011210","1","0","1","0","M","[15,25]","Single","Manual labourer"
"83011310","1","1","0","0","F","(65,75]","Single","Foreman"
"83011910","0","1","1","0","M","(65,75]","Married","Manual labourer"
"83012010","0","0","0","0","F","(55,65]","Married","Employee"
"83012310","1","1","0","0","F","(35,45]","Married","Employee"
"83012410","1","1","1","0","M","(25,35]","Married","Foreman"
"83012510","0","1","0","0","F","(55,65]","Divorcee","Employee"
"83013510","0","0","0","0","F","[15,25]","Single","Employee"
"83014110","0","0","0","0","F","(35,45]","Divorcee","Employee"
"83014310","0","0","0","0","F","(55,65]","Married","Employee"
"83014510","0","1","0","0","F","(55,65]","Married","Employee"
"83014710","1","1","1","0","M","(45,55]","Married","Technician"
"83014810","0","1","0","0","M","(35,45]","Single","Employee"
"83014910","1","1","1","1","M","(25,35]","Married","Foreman"
"83015010","1","1","1","0","M","(35,45]","Married","Management"
"83015210","1","1","0","0","F","(25,35]","Single","Employee"
"83015310","0","0","0","0","F","[15,25]","Single","Employee"
"83015510","0","0","0","0","M","(35,45]","Divorcee","Management"
"83015610","0","0","0","0","F","(55,65]","Married","Management"
"83015710","0","0","0","0","F","(55,65]","Married","Employee"
"83015810","0","0","0","0","F","(85,100]","Widower","Employee"
"83015910","0","0","0","1","M","(45,55]","Remarried","Manual labourer"
"83016010","1","0","0","0","M","(25,35]","Single","Employee"
"83016110","1","1","0","0","M","(25,35]","Single","Employee"
"83016210","1","1","1","0","F","(45,55]","Single","Employee"
"83016310","1","1","1","0","F","(45,55]","Married","Management"
"83016410","1","0","1","0","M","(55,65]","Married","Management"
"83016510","1","1","1","0","F","(65,75]","Married","Management"
"83016610","1","1","0","0","F","(45,55]","Married","Employee"
"83016910","0","0","0","0","M","(45,55]","Divorcee","Unskilled worker"
"83017010","1","1","1","0","M","(55,65]","Single","Other"
"83017510","0","1","0","0","M","(55,65]","Widower","Manual labourer"
"83017610","0","1","0","1","M","(35,45]","Single","Unskilled worker"
"83018010","0","1","0","1","M","(35,45]","Married","Manual labourer"
"83018110","1","1","0","0","F","(35,45]","Married","Employee"
